State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,Strata_Determining_Factors,Number_Counties,Population_Size,Min_Population_Size,Max_Population_Size,Population_Density,Min_Population_Density,Max_Population_Density,Poverty,Min_Poverty,Max_Poverty,Age_19_Under,Min_Age_19_Under,Max_Age_19_Under,Age_19_64,Min_Age_19_64,Max_Age_19_65,Age_65_84,Min_Age_65_84,Max_Age_65_85,Age_85_and_Over,Min_Age_85_and_Over,Max_Age_85_and_Over,White,Min_White,Max_White,Black,Min_Black,Max_Black,Native_American,Min_Native_American,Max_Native_American,Asian,Min_Asian,Max_Asian,Hispanic,Min_Hispanic,Max_Hispanic
6,77,San Joaquin,California,CA,3,"frontier status, population size, poverty",39,664116,550521,928032,475,432,8966,14.7,11.2,19.6,31.1,22.4,32,59.3,58.4,66.3,8.3,7.4,12.4,1.4,1,2.3,73,45.6,87.6,7.9,3.4,51.3,1.3,0.2,3.6,14.3,1.5,9,34.1,2.2,43.6
6,79,San Luis Obispo,California,CA,16,"frontier status, population size, poverty, age",27,255478,118395,277035,77,39,457,11.1,9.7,12.9,22.6,21.3,25.4,63.1,55.3,62,12.1,11.8,19.5,2.2,1.9,3.4,91.3,83.5,96.3,2.1,1,14.1,1.1,0.1,1.1,3.3,0.4,3.3,17.5,0.8,13.7
6,81,San Mateo,California,CA,2,"frontier status, population size, poverty",32,699610,596666,940807,1558,682,2549,6.8,5.8,9.8,24.5,24.4,28.9,62.5,60.5,64.7,11,7.2,12,2,0.9,2.4,68.5,68.5,92,3.4,2.2,20.6,0.5,0.2,0.9,24.8,2.9,15.5,22.3,2.4,18
6,83,Santa Barbara,California,CA,4,"frontier status, population size, poverty",25,400762,280446,499060,146,250,993,13.1,10.1,13.3,27.1,21.4,28.5,60,57.9,63,10.8,8.1,15.3,2.1,0.9,2.8,89.1,71.3,95.8,2.3,1.7,25.9,1.6,0.2,1.5,4.8,0.7,4.6,36.8,1.7,33.3
6,85,Santa Clara,California,CA,1,"frontier status, population size",34,1699052,1214361,3635528,1316,395,20520,8.8,7.6,18.9,26.4,22.8,29.8,63.2,59.5,63.8,9.1,7.5,12.7,1.3,1,2.5,63.2,53.7,86.1,2.8,4.3,38.3,0.8,0.2,1.2,30.6,2.2,16.2,24.5,3.1,46.4
6,87,Santa Cruz,California,CA,14,"frontier status, population size, poverty, age",40,249666,113041,246124,561,80,698,11.3,10.6,13.4,25.2,22.4,26.3,64.5,60,65.8,8.6,8.4,12.9,1.6,1.2,2.2,90.9,77,95.9,1.2,0.7,20.2,1.2,0.2,1.4,4.3,0.6,4.2,27.4,1.2,11.5
6,89,Shasta,California,CA,6,"frontier status, population size, poverty",53,179904,111380,231954,48,43,697,13.4,12.4,16.5,24.8,22.4,29.6,60,57.8,62.9,13,8.5,16.2,2.1,1.1,2.7,90.9,65.8,95,1,1,30.1,2.6,0.3,1.9,2.3,0.7,3.4,7.1,1.9,21
6,91,Sierra,California,CA,79,"frontier status, population size, poverty, age",33,3434,820,5228,4,1,5,9.2,7.7,11.4,21.6,18,25,61.4,54.1,61.4,14.3,14.3,19.8,2.7,2.4,4.5,96.9,97.6,99.4,0.3,0,0.6,1.8,0.1,1.5,0.1,0,0.5,8.4,0.7,9
6,93,Siskiyou,California,CA,34,"frontier status, population size, poverty, age",22,45259,28910,46480,7,22,70,15.5,12.5,16.4,22.5,22.5,27.3,59.4,57,60.8,15.6,12.3,15.7,2.5,1.6,2.6,90.7,81,97.3,1.4,0.4,17.2,3.7,0.2,7.5,1.4,0.3,0.7,8.9,1,18.5
6,95,Solano,California,CA,10,"frontier status, population size, poverty, age",36,411593,292916,558341,496,461,1681,8.4,4.9,10.5,28.9,24.2,28.9,60.9,59.2,65,8.9,6.9,12.2,1.3,0.7,2.6,64,71.5,93.5,15.3,2,20,0.9,0.2,0.8,14.9,1.3,8.4,20.6,3,20.6
6,97,Sonoma,California,CA,9,"frontier status, population size, poverty, age",24,466477,274950,490593,296,197,1227,8.8,4.7,9.6,25.1,24,28,62.4,61.9,66.5,10.5,7.5,11,2.1,1.1,2.1,90.2,70.1,94,1.6,1.1,20.6,1.4,0.2,1.4,4.1,1.6,7.8,20.7,2.1,17.4
6,99,Stanislaus,California,CA,5,"frontier status, population size, poverty",25,505505,296772,505505,338,124,2519,14.2,12.8,21.5,31.1,22.7,31.2,58.9,56.7,63.5,8.5,8.5,15.5,1.4,1.2,2.7,87.1,49.7,92.5,3.1,1.9,46.6,1.5,0.2,1.5,5.6,0.9,3.8,37,2.3,54.7
6,101,Sutter,California,CA,23,"frontier status, population size, poverty, age",37,88876,56580,94249,148,25,238,12.9,11.4,16.6,28.4,25,29.3,59.5,58,63.1,10.6,8.4,12.6,1.5,0.9,2,80.9,65.5,95.7,2.3,1.1,32.8,1.6,0.2,3.9,12.6,0.4,1.7,25.4,1.6,33.4
6,103,Tehama,California,CA,24,"frontier status, population size, poverty, age",35,61197,57558,94198,21,40,257,14.8,12.3,16.6,26.4,21,26.2,58.6,57.9,61.9,13,12,16.6,2,1.6,3,93.8,83.7,97,0.8,0.8,13.7,2.1,0.2,2.3,1.1,0.3,1.5,18.7,0.7,15
6,105,Trinity,California,CA,85,"frontier status, population size, poverty, age",25,13622,1218,9524,4,1,4,14.3,12.5,15.9,20.5,20.5,26.2,62.2,54.4,60.5,15.4,13.1,18.1,1.8,2.1,4.3,90.4,87.6,98.6,0.5,0.1,1,4.5,0.4,10.3,0.8,0.1,0.7,4.7,1.1,43
6,107,Tulare,California,CA,5,"frontier status, population size, poverty",25,410874,296772,505505,85,124,2519,21.5,12.8,21.5,34.1,22.7,31.2,56.6,56.7,63.5,8,8.5,15.5,1.3,1.2,2.7,90.9,49.7,92.5,1.9,1.9,46.6,1.9,0.2,1.5,3.8,0.9,3.8,54.7,2.3,54.7
6,109,Tuolumne,California,CA,21,"frontier status, population size, poverty, age",44,59380,53309,92614,27,40,201,11.5,9.8,13.5,18.9,20.6,24.8,63.4,57.7,62.9,15.5,12.6,17.5,2.2,1.7,3.2,91.8,82.8,97.9,3.1,0.4,14.9,1.8,0.1,1.3,1.1,0.3,1.1,10,0.8,8.5
6,111,Ventura,California,CA,2,"frontier status, population size, poverty",32,796106,596666,940807,431,682,2549,9.8,5.8,9.8,28.8,24.4,28.9,60.5,60.5,64.7,9.2,7.2,12,1.5,0.9,2.4,87.9,68.5,92,2.1,2.2,20.6,1.2,0.2,0.9,6.7,2.9,15.5,35.6,2.4,18
6,113,Yolo,California,CA,6,"frontier status, population size, poverty",53,184932,111380,231954,183,43,697,12.1,12.4,16.5,27.7,22.4,29.6,62.8,57.8,62.9,8.2,8.5,16.2,1.3,1.1,2.7,80.7,65.8,95,2.6,1,30.1,1.4,0.3,1.9,12.1,0.7,3.4,27.1,1.9,21
6,115,Yuba,California,CA,8,"frontier status, population size, poverty",54,67153,54746,94031,106,47,164,16.7,16.5,22.1,31.7,22.2,30.9,58.8,57.5,64.2,8.3,8.5,14.1,1.2,1.1,2.1,82.6,41.6,96.6,3,1.1,51.9,2.4,0.2,3.2,7.8,0.4,2.1,20.8,0.7,20.8
8,1,Adams,Colorado,CO,4,"frontier status, population size, poverty",25,399426,280446,499060,335,250,993,10.5,10.1,13.3,30,21.4,28.5,62.8,57.9,63,6.5,8.1,15.3,0.7,0.9,2.8,89.8,71.3,95.8,3.2,1.7,25.9,1.4,0.2,1.5,3.6,0.7,4.6,34.5,1.7,33.3
8,3,Alamosa,Colorado,CO,67,"frontier status, population size, poverty, age, population density",31,15282,8756,21398,21,20,28,18.4,17.4,27.9,30.1,23.6,30,59.4,57.9,62.5,9.2,9.2,13,1.4,1.3,2.1,92.5,37.4,80.1,1.7,18.4,61.5,3,0.1,1,1.5,0.2,0.9,43,0.8,10
8,5,Arapahoe,Colorado,CO,10,"frontier status, population size, poverty, age",36,529090,292916,558341,659,461,1681,7.9,4.9,10.5,27.4,24.2,28.9,63.1,59.2,65,8.3,6.9,12.2,1.1,0.7,2.6,82.4,71.5,93.5,9.6,2,20,0.8,0.2,0.8,4.8,1.3,8.4,15.8,3,20.6
8,7,Archuleta,Colorado,CO,80,"frontier status, population size, poverty, age",41,11886,1303,12284,9,0,5,11,9.7,13.7,22.5,20.1,31.6,64.2,55.4,67.3,12.4,7.8,16.4,0.9,0.8,2.2,96.5,77.4,99.4,0.4,0.1,2.8,1.6,0.5,16.3,0.5,0,1.1,15.2,1.7,27.8
8,9,Baca,Colorado,CO,84,"frontier status, population size, poverty, age",52,4069,1372,11551,2,1,5,15.9,10.8,15.1,22,19.3,23.5,53.7,52.2,61.8,20,14.4,21.3,4.2,2.5,5.2,97.9,93,99.3,0,0,1.2,0.8,0.2,3.9,0.5,0.1,0.6,9.2,0.5,9.2
8,11,Bent,Colorado,CO,88,"frontier status, population size, poverty, age",23,5558,1644,9259,4,1,6,19.3,15.5,22.5,23.4,21.1,32.7,62.1,50.4,61,13.2,11.8,18.8,1.3,1.3,4.2,91.8,82.7,98.4,4.1,0,5.8,2.8,0.5,16.2,1,0.1,1,30.7,1,78.7
8,13,Boulder,Colorado,CO,9,"frontier status, population size, poverty, age",24,280440,274950,490593,378,197,1227,9.5,4.7,9.6,24.5,24,28,66.7,61.9,66.5,7.6,7.5,11,1.2,1.1,2.1,92.9,70.1,94,1.1,1.1,20.6,0.7,0.2,1.4,3.8,1.6,7.8,12.5,2.1,17.4
8,14,Broomfield,Colorado,CO,27,"frontier status, population size, poverty, age",25,43478,26534,46580,-2222,-2222,-2222,5.1,6.1,9.9,28.6,23,27.7,64.6,58,62.1,6.4,11.4,14.5,0.4,1.9,3.3,92.1,91.7,98.7,1.2,0.2,1.8,0.6,0.1,1.1,4.5,0.2,0.9,10.2,0.8,10.2
8,15,Chaffee,Colorado,CO,59,"frontier status, population size, poverty, age, population density",32,16968,7073,22330,17,15,25,11.6,9,12.1,18.9,20.1,23.6,62.9,55.7,62.2,16.1,13.4,18.4,2.1,2.1,4.6,96.1,92.6,99.1,1.7,0.1,2.6,1,0.1,2.2,0.5,0.2,0.9,8.6,0.6,7
8,17,Cheyenne,Colorado,CO,79,"frontier status, population size, poverty, age",33,1953,820,5228,1,1,5,11.1,7.7,11.4,26.4,18,25,56.7,54.1,61.4,13.8,14.3,19.8,3.1,2.4,4.5,98.3,97.6,99.4,0.6,0,0.6,1,0.1,1.5,0.2,0,0.5,9,0.7,9
8,19,Clear Creek,Colorado,CO,37,"frontier status, population size, poverty, age",30,9197,5403,24822,23,10,2019,6.8,4.8,9.8,21.9,18.4,24.5,71,61.8,73.3,6.6,6.5,14.2,0.4,0.4,2.2,97.3,75.3,97.7,0.4,0.4,16.1,0.9,0,1,0.7,0.2,6.4,4.2,0.7,13.1
8,21,Conejos,Colorado,CO,88,"frontier status, population size, poverty, age",23,8512,1644,9259,7,1,6,19.6,15.5,22.5,30.3,21.1,32.7,54,50.4,61,12.9,11.8,18.8,2.8,1.3,4.2,97,82.7,98.4,0.3,0,5.8,2,0.5,16.2,0.5,0.1,1,55.8,1,78.7
8,23,Costilla,Colorado,CO,88,"frontier status, population size, poverty, age",23,3424,1644,9259,3,1,6,21.6,15.5,22.5,23.2,21.1,32.7,57.8,50.4,61,16.5,11.8,18.8,2.5,1.3,4.2,93.3,82.7,98.4,1.1,0,5.8,3.4,0.5,16.2,1.8,0.1,1,62.8,1,78.7
8,25,Crowley,Colorado,CO,87,"frontier status, population size, poverty, age",32,5401,1518,12815,7,1,5,25.5,14.9,21.2,18.5,18.5,25.3,71.1,51.6,62.3,8.4,14.1,21.6,1.9,1.9,4.5,88.7,90.3,98.3,7.3,0,7.3,2.7,0.4,2.6,0.9,0.1,0.9,23.3,1.3,34.9
8,27,Custer,Colorado,CO,80,"frontier status, population size, poverty, age",41,3860,1303,12284,5,0,5,11,9.7,13.7,20.1,20.1,31.6,62.4,55.4,67.3,16.2,7.8,16.4,1.3,0.8,2.2,97.9,77.4,99.4,0.4,0.1,2.8,0.8,0.5,16.3,0.4,0,1.1,3.2,1.7,27.8
8,29,Delta,Colorado,CO,49,"frontier status, population size, poverty, age, population density",35,29947,28892,46496,26,31,61,13.2,12.7,16.3,23.2,20.8,25.5,57.3,56.5,61.1,16.4,12.2,18.7,3.1,1.9,3.1,97.1,70.9,97.4,0.6,0.3,27.6,0.9,0.2,1.6,0.4,0.2,1,12.5,0.8,12.5
8,31,Denver,Colorado,CO,5,"frontier status, population size, poverty",25,557917,296772,505505,3638,124,2519,15.1,12.8,21.5,25.4,22.7,31.2,63.7,56.7,63.5,9,8.5,15.5,1.9,1.2,2.7,82.9,49.7,92.5,10.6,1.9,46.6,1.4,0.2,1.5,3.3,0.9,3.8,34.2,2.3,54.7
8,33,Dolores,Colorado,CO,82,"frontier status, population size, poverty, age",37,1827,1573,10784,2,1,6,12.1,9.7,13.7,22.6,20.3,27.8,60.4,53.6,59.8,14.3,13.1,18.9,2.7,2.1,4.5,96.4,96.4,99.4,0.1,0,0.9,2.8,0.1,2.8,0.5,0.1,0.5,6.8,0.6,15.9
8,35,Douglas,Colorado,CO,12,"frontier status, population size, poverty, age",57,249416,126158,268187,297,137,605,2.2,4.6,9.5,30,24.2,29.7,65.3,60.7,64.7,4.4,7,10.9,0.4,0.8,1.9,92.8,79.8,97,1.5,0.9,11.5,0.5,0.2,1,3.5,0.8,5.2,6.4,1.2,10.3
8,37,Eagle,Colorado,CO,47,"frontier status, population size, poverty, age, population density",34,47530,28085,47530,28,17,83,6.4,6,9.1,24.7,24.3,27.8,71.5,58.3,66.7,3.5,6.3,12.1,0.2,0.8,2.3,97.3,95.3,98.8,0.6,0.3,1.6,0.6,0.1,1.4,1,0.2,1.2,26.9,0.9,12.2
8,39,Elbert,Colorado,CO,38,"frontier status, population size, poverty, age",35,22788,7467,25734,12,10,77,5.5,5.6,10.6,26.9,24,31.3,66,60,64,6.5,7,12.5,0.6,0.6,2.2,96.4,90.7,98.7,0.7,0.1,6.3,0.8,0.2,1.9,0.6,0.2,1.3,5.1,0.6,13.8
8,41,El Paso,Colorado,CO,10,"frontier status, population size, poverty, age",36,565582,292916,558341,266,461,1681,10.4,4.9,10.5,28.6,24.2,28.9,62.4,59.2,65,8,6.9,12.2,1.1,0.7,2.6,85.8,71.5,93.5,6.7,2,20,1,0.2,0.8,3.2,1.3,8.4,12.2,3,20.6
8,43,Fremont,Colorado,CO,49,"frontier status, population size, poverty, age, population density",35,47766,28892,46496,31,31,61,14,12.7,16.3,20.2,20.8,25.5,64.6,56.5,61.1,13.1,12.2,18.7,2.1,1.9,3.1,91.3,70.9,97.4,5.3,0.3,27.6,1.3,0.2,1.6,0.7,0.2,1,10.4,0.8,12.5
8,45,Garfield,Colorado,CO,47,"frontier status, population size, poverty, age, population density",34,49810,28085,47530,17,17,83,8.5,6,9.1,28.3,24.3,27.8,63,58.3,66.7,7.9,6.3,12.1,0.8,0.8,2.3,96.9,95.3,98.8,0.7,0.3,1.6,0.7,0.1,1.4,0.6,0.2,1.2,22.4,0.9,12.2
8,47,Gilpin,Colorado,CO,37,"frontier status, population size, poverty, age",30,4932,5403,24822,33,10,2019,5.8,4.8,9.8,20.4,18.4,24.5,72.8,61.8,73.3,6.4,6.5,14.2,0.4,0.4,2.2,96.4,75.3,97.7,0.9,0.4,16.1,0.6,0,1,1.3,0.2,6.4,4.6,0.7,13.1
8,49,Grand,Colorado,CO,78,"frontier status, population size, poverty, age",43,13211,765,16949,7,0,7,7.6,7.2,11.2,21.4,19.4,30.4,69.9,57,70.2,8.1,5.6,14.1,0.6,0.4,2.3,97.5,68.4,98.7,0.6,0,1.6,0.6,0.4,16.2,0.8,0,3.2,5,1.1,22.6
8,51,Gunnison,Colorado,CO,80,"frontier status, population size, poverty, age",41,14226,1303,12284,4,0,5,11.7,9.7,13.7,21.3,20.1,31.6,71.1,55.4,67.3,6.7,7.8,16.4,0.8,0.8,2.2,96.8,77.4,99.4,0.6,0.1,2.8,1,0.5,16.3,0.7,0,1.1,5.8,1.7,27.8
8,53,Hinsdale,Colorado,CO,78,"frontier status, population size, poverty, age",43,765,765,16949,1,0,7,9.3,7.2,11.2,19.3,19.4,30.4,63.9,57,70.2,14.9,5.6,14.1,1.8,0.4,2.3,97.9,68.4,98.7,0,0,1.6,1.6,0.4,16.2,0.5,0,3.2,1.6,1.1,22.6
8,55,Huerfano,Colorado,CO,87,"frontier status, population size, poverty, age",32,7771,1518,12815,5,1,5,19.2,14.9,21.2,20.4,18.5,25.3,61,51.6,62.3,15.9,14.1,21.6,2.8,1.9,4.5,91.9,90.3,98.3,3,0,7.3,3.3,0.4,2.6,0.6,0.1,0.9,34.3,1.3,34.9
8,57,Jackson,Colorado,CO,80,"frontier status, population size, poverty, age",41,1448,1303,12284,1,0,5,13.1,9.7,13.7,22.9,20.1,31.6,60.6,55.4,67.3,14.3,7.8,16.4,2.2,0.8,2.2,98.8,77.4,99.4,0.3,0.1,2.8,0.8,0.5,16.3,0.1,0,1.1,8.1,1.7,27.8
8,59,Jefferson,Colorado,CO,2,"frontier status, population size, poverty",32,526801,596666,940807,682,682,2549,6.8,5.8,9.8,25.5,24.4,28.9,63.3,60.5,64.7,9.9,7.2,12,1.3,0.9,2.4,93.8,68.5,92,1.1,2.2,20.6,0.9,0.2,0.9,2.6,2.9,15.5,12.6,2.4,18
8,61,Kiowa,Colorado,CO,79,"frontier status, population size, poverty, age",33,1422,820,5228,1,1,5,10.3,7.7,11.4,23.5,18,25,55.5,54.1,61.4,16.3,14.3,19.8,4.7,2.4,4.5,97.7,97.6,99.4,0.6,0,0.6,1.5,0.1,1.5,0.3,0,0.5,3.2,0.7,9
8,63,Kit Carson,Colorado,CO,82,"frontier status, population size, poverty, age",37,7642,1573,10784,4,1,6,13.2,9.7,13.7,25.6,20.3,27.8,58.6,53.6,59.8,13.1,13.1,18.9,2.7,2.1,4.5,97,96.4,99.4,1.9,0,0.9,0.5,0.1,2.8,0.5,0.1,0.5,15.9,0.6,15.9
8,65,Lake,Colorado,CO,38,"frontier status, population size, poverty, age",35,7738,7467,25734,21,10,77,11.6,5.6,10.6,28.6,24,31.3,63.8,60,64,7.1,7,12.5,0.6,0.6,2.2,96.5,90.7,98.7,0.4,0.1,6.3,1.9,0.2,1.9,0.9,0.2,1.3,41.3,0.6,13.8
8,67,La Plata,Colorado,CO,28,"frontier status, population size, poverty, age",39,47452,29009,53844,28,30,229,10.6,9.4,13.4,22.7,21.8,26.1,66.7,61,66.2,9.3,8.8,13.5,1.2,1.2,2.1,91.4,78.1,97.6,0.6,0.6,20.5,5.8,0.1,0.9,0.7,0.3,2.2,10.3,0.8,6.3
8,69,Larimer,Colorado,CO,11,"frontier status, population size, poverty, age",44,271927,119015,235272,105,176,492,9.3,6.1,10.9,24.9,22.2,26,65,61.5,66.9,8.8,8.1,12,1.3,1.2,2.2,94.9,82.9,96,0.9,1,13.3,0.7,0.1,0.7,1.9,0.9,5.1,9.3,1,9.3
8,71,Las Animas,Colorado,CO,87,"frontier status, population size, poverty, age",32,15446,1518,12815,3,1,5,15.4,14.9,21.2,24.4,18.5,25.3,58.1,51.6,62.3,14.5,14.1,21.6,2.9,1.9,4.5,94.5,90.3,98.3,0.6,0,7.3,2.7,0.4,2.6,1,0.1,0.9,40.8,1.3,34.9
8,73,Lincoln,Colorado,CO,84,"frontier status, population size, poverty, age",52,5618,1372,11551,2,1,5,15.1,10.8,15.1,23.1,19.3,23.5,61.8,52.2,61.8,12.5,14.4,21.3,2.6,2.5,5.2,92.1,93,99.3,5.6,0,1.2,1,0.2,3.9,1,0.1,0.6,10.2,0.5,9.2
8,75,Logan,Colorado,CO,58,"frontier status, population size, poverty, age, population density",48,20719,3810,15896,11,7,14,12.8,9.4,12.2,26.3,20,24.3,59.6,53.3,61.8,12.1,13.6,20.4,2,2.5,5,96,90.2,99.3,2.3,0,3.5,0.8,0.2,3.9,0.5,0.1,0.5,12.6,0.7,3.9
8,77,Mesa,Colorado,CO,16,"frontier status, population size, poverty, age",27,129872,118395,277035,39,39,457,11.1,9.7,12.9,24.7,21.3,25.4,59.9,55.3,62,13.1,11.8,19.5,2.2,1.9,3.4,96.3,83.5,96.3,0.7,1,14.1,0.9,0.1,1.1,0.7,0.4,3.3,10.8,0.8,13.7
8,79,Mineral,Colorado,CO,79,"frontier status, population size, poverty, age",33,932,820,5228,1,1,5,9.5,7.7,11.4,17.9,18,25,61.6,54.1,61.4,18.8,14.3,19.8,1.7,2.4,4.5,99.2,97.6,99.4,0,0,0.6,0.3,0.1,1.5,0,0,0.5,1.9,0.7,9
8,81,Moffat,Colorado,CO,80,"frontier status, population size, poverty, age",41,13417,1303,12284,3,0,5,9.5,9.7,13.7,28.5,20.1,31.6,62.5,55.4,67.3,7.8,7.8,16.4,1.2,0.8,2.2,97.3,77.4,99.4,0.4,0.1,2.8,0.9,0.5,16.3,0.4,0,1.1,12.6,1.7,27.8
8,83,Montezuma,Colorado,CO,42,"frontier status, population size, poverty, age",53,24778,8134,24778,12,9,66,14.9,12.5,16.4,26.4,24.4,32.4,58.7,55.8,63.2,13.3,9.2,13.3,1.6,1,2.1,87,63.9,97.6,0.2,0.3,35.4,10.9,0.1,2.6,0.4,0.1,1.5,9.7,1.2,46.9
8,85,Montrose,Colorado,CO,31,"frontier status, population size, poverty, age",22,37482,29055,44752,17,17,77,12.3,9.7,12.4,25.5,23.7,26.4,58.6,57,60.9,13.7,12.1,13.9,2.2,1.9,2.9,96.3,92.8,98.6,0.6,0.2,3.3,1.3,0.2,2.1,0.7,0.3,1,16.5,0.7,10.4
8,87,Morgan,Colorado,CO,34,"frontier status, population size, poverty, age",22,27995,28910,46480,22,22,70,12.8,12.5,16.4,30.4,22.5,27.3,55.9,57,60.8,11.4,12.3,15.7,2.2,1.6,2.6,97.3,81,97.3,0.7,0.4,17.2,1,0.2,7.5,0.5,0.3,0.7,32.2,1,18.5
8,89,Otero,Colorado,CO,75,"frontier status, population size, poverty, age, population density",37,19495,6228,19495,15,15,22,17.8,17,24.9,28,22.3,28.6,54.7,55.2,63.8,14.7,11,15.1,2.6,1.8,2.6,95.1,30,97.1,1.1,1.1,69.6,1.6,0.1,1.6,1,0.1,0.5,37.8,0.7,37.8
8,91,Ouray,Colorado,CO,78,"frontier status, population size, poverty, age",43,4260,765,16949,8,0,7,7.6,7.2,11.2,21.1,19.4,30.4,65.7,57,70.2,12.3,5.6,14.1,1,0.4,2.3,97.9,68.4,98.7,0.1,0,1.6,0.8,0.4,16.2,0.4,0,3.2,3.8,1.1,22.6
8,93,Park,Colorado,CO,78,"frontier status, population size, poverty, age",43,16949,765,16949,8,0,7,7.2,7.2,11.2,22.3,19.4,30.4,69.4,57,70.2,7.9,5.6,14.1,0.4,0.4,2.3,96.6,68.4,98.7,0.8,0,1.6,0.8,0.4,16.2,0.6,0,3.2,5.8,1.1,22.6
8,95,Phillips,Colorado,CO,81,"frontier status, population size, poverty, age",58,4586,1935,7721,7,2,5,10.8,9.4,12.1,27.7,18.1,24,54,53.6,59.7,14.7,15.1,21.6,3.6,2.4,5.4,97.9,96.2,99.4,0.3,0,0.6,0.7,0.1,2.4,0.5,0.1,0.7,18.4,0.3,10.1
8,97,Pitkin,Colorado,CO,37,"frontier status, population size, poverty, age",30,14914,5403,24822,15,10,2019,5.2,4.8,9.8,16.9,18.4,24.5,73.8,61.8,73.3,8.6,6.5,14.2,0.7,0.4,2.2,97,75.3,97.7,0.7,0.4,16.1,0.3,0,1,1.5,0.2,6.4,7,0.7,13.1
8,99,Prowers,Colorado,CO,66,"frontier status, population size, poverty, age, population density",37,13892,6709,17773,8,8,19,17.4,17.4,29.4,31.1,24.5,34.1,55.9,53.7,62.2,10.8,8.6,13.2,2.2,1,2,96.8,24.9,97,0.6,0.5,71.7,1.5,0.1,53.4,0.7,0.1,0.8,37.2,0.8,83.5
8,101,Pueblo,Colorado,CO,6,"frontier status, population size, poverty",53,151322,111380,231954,63,43,697,15.2,12.4,16.5,26.3,22.4,29.6,58.9,57.8,62.9,12.6,8.5,16.2,2.2,1.1,2.7,93.7,65.8,95,2.2,1,30.1,1.9,0.3,1.9,0.9,0.7,3.4,38.5,1.9,21
8,103,Rio Blanco,Colorado,CO,78,"frontier status, population size, poverty, age",43,5973,765,16949,2,0,7,9.2,7.2,11.2,25.9,19.4,30.4,61.6,57,70.2,11.2,5.6,14.1,1.2,0.4,2.3,97.8,68.4,98.7,0.2,0,1.6,0.9,0.4,16.2,0.4,0,3.2,5.8,1.1,22.6
8,105,Rio Grande,Colorado,CO,74,"frontier status, population size, poverty, age, population density",30,12227,5148,12543,13,7,13,16.6,16.5,24.5,27,21.4,30.6,57.4,53.4,62.5,13.3,12.3,16.2,2.3,1.7,3.5,96.7,40.8,97.1,0.8,0.2,57.8,1.6,0.2,18,0.5,0.1,0.7,37.4,1,48.4
8,107,Routt,Colorado,CO,37,"frontier status, population size, poverty, age",30,21313,5403,24822,9,10,2019,6.3,4.8,9.8,21.5,18.4,24.5,72.6,61.8,73.3,5.5,6.5,14.2,0.4,0.4,2.2,97.7,75.3,97.7,0.5,0.4,16.1,0.5,0,1,0.5,0.2,6.4,3.7,0.7,13.1
8,109,Saguache,Colorado,CO,86,"frontier status, population size, poverty, age",38,7031,2100,16304,2,1,5,20.5,16.2,29,27.2,23.9,38.3,62.9,53,63.1,8.7,6.1,13.2,1.3,0.7,2.1,96.4,17.4,97.3,0.2,0.1,3.5,2.2,0.6,82,0.6,0,1.1,45.4,1.1,73.1
8,111,San Juan,Colorado,CO,83,"frontier status, population size, poverty, age",29,577,577,9328,1,0,6,13.4,10.4,18.1,17.1,18.8,36.8,74.3,55.8,65.2,8,6.1,15.3,0.7,0.5,2.7,98.1,23.4,98.6,0,0,2.4,1.2,0.5,71.5,0.7,0.1,1.1,8.8,1.1,49.5
8,113,San Miguel,Colorado,CO,78,"frontier status, population size, poverty, age",43,7213,765,16949,6,0,7,8.7,7.2,11.2,17.8,19.4,30.4,78.3,57,70.2,3.6,5.6,14.1,0.3,0.4,2.3,97.4,68.4,98.7,0.3,0,1.6,0.8,0.4,16.2,1.2,0,3.2,8.7,1.1,22.6
8,115,Sedgwick,Colorado,CO,81,"frontier status, population size, poverty, age",58,2529,1935,7721,5,2,5,11.1,9.4,12.1,23.3,18.1,24,53.7,53.6,59.7,19.6,15.1,21.6,3.4,2.4,5.4,98,96.2,99.4,0.6,0,0.6,0,0.1,2.4,1.1,0.1,0.7,13.6,0.3,10.1
8,117,Summit,Colorado,CO,37,"frontier status, population size, poverty, age",30,24892,5403,24822,41,10,2019,6.4,4.8,9.8,18.8,18.4,24.5,76.6,61.8,73.3,4.3,6.5,14.2,0.3,0.4,2.2,97.1,75.3,97.7,0.9,0.4,16.1,0.4,0,1,0.9,0.2,6.4,13.1,0.7,13.1
8,119,Teller,Colorado,CO,38,"frontier status, population size, poverty, age",35,21918,7467,25734,39,10,77,7.6,5.6,10.6,23.8,24,31.3,66.9,60,64,8.7,7,12.5,0.6,0.6,2.2,95.8,90.7,98.7,1,0.1,6.3,1,0.2,1.9,0.7,0.2,1.3,4.5,0.6,13.8
8,121,Washington,Colorado,CO,81,"frontier status, population size, poverty, age",58,4633,1935,7721,2,2,5,10.8,9.4,12.1,24.4,18.1,24,56.5,53.6,59.7,17,15.1,21.6,2.1,2.4,5.4,98.9,96.2,99.4,0.1,0,0.6,0.7,0.1,2.4,0.1,0.1,0.7,7.5,0.3,10.1
